;ESTACION;MAGNITUD;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
518;50;9;2021;2;4;V;7;V;9;V;12;V;12;V;9;V;5;V;4;V;6;V;5;V;11;N;9;V;8;V;9;V;10;V;17;V;18;V;23;V;22;V;17;V;18;V;7;V;11;V;16;V;17;V;16;N;11;V;13;V;0;N;0;N;0;N
519;50;9;2021;3;14;V;16;V;21;V;28;V;22;V;16;V;13;V;11;V;8;V;13;V;14;V;6;V;6;V;6;V;5;V;3;V;2;V;4;V;3;V;3;V;5;V;10;V;10;V;9;V;10;V;12;V;11;V;11;V;8;V;10;V;9;V
520;50;9;2021;4;11;V;7;V;12;V;10;V;12;V;9;V;7;V;9;V;8;V;12;V;7;V;5;V;7;V;7;V;9;V;9;V;6;V;11;V;11;V;10;V;6;V;8;V;4;V;6;V;6;V;12;V;10;V;9;V;7;V;8;V;0;N
521;50;9;2021;5;5;V;6;V;6;V;8;V;9;V;6;V;6;V;8;V;8;V;6;V;4;V;5;V;4;V;5;V;5;V;3;V;4;V;7;V;3;V;7;V;11;V;4;V;4;V;5;V;5;V;9;V;9;N;12;V;8;V;10;V;14;V
522;50;9;2021;6;19;V;10;V;12;V;12;V;14;V;14;V;9;V;10;V;11;V;12;V;13;V;8;V;8;V;10;V;10;V;14;V;35;V;33;V;1;V;5;V;5;V;5;V;4;V;6;V;9;V;11;V;6;V;6;V;7;V;10;V;0;N
523;50;9;2021;7;13;V;11;V;5;V;5;V;9;V;12;V;6;V;5;V;8;V;16;V;26;V;6;V;7;V;7;V;6;V;9;V;11;V;8;V;11;V;14;V;16;V;14;V;15;V;9;V;6;V;13;V;18;V;11;V;30;V;4;V;7;V
524;50;9;2021;8;5;V;8;V;12;V;10;V;10;V;8;V;7;V;6;V;40;V;47;V;29;V;22;V;26;V;20;V;14;V;14;V;7;V;12;V;15;V;20;V;15;V;14;V;12;V;10;V;14;V;15;V;8;V;12;V;10;V;8;V;10;V
525;50;9;2021;9;16;V;16;V;29;N;4;N;18;N;28;N;5;V;11;V;11;V;8;V;7;V;9;V;25;V;43;V;39;N;14;V;7;V;3;V;4;V;5;V;5;V;6;V;6;V;13;V;12;V;3;N;6;N;6;V;5;V;9;V;0;N
526;50;9;2021;10;11;V;11;V;6;V;6;V;7;V;5;V;10;V;8;V;6;V;6;V;9;V;13;V;5;V;11;V;15;V;12;V;12;V;11;V;12;V;9;V;7;V;3;V;6;V;7;V;11;V;9;V;14;V;13;V;14;V;10;V;10;V
527;50;9;2021;11;2;V;4;V;4;V;5;V;4;V;4;V;7;V;6;V;5;V;9;V;20;V;7;V;9;V;9;V;4;V;6;V;4;V;5;V;6;V;6;V;11;V;10;V;9;V;8;V;8;V;9;V;3;V;3;V;5;V;11;V;0;N
528;50;9;2021;12;14;V;4;V;7;V;6;V;3;V;5;V;8;V;3;V;3;V;4;V;7;V;12;V;12;V;8;V;13;V;15;V;11;V;12;V;8;V;13;V;23;V;17;V;14;V;9;V;4;V;6;V;4;V;6;V;13;V;13;V;13;V
529;50;10;2021;1;7;V;7;V;11;V;14;V;19;V;13;V;8;V;6;V;6;V;6;V;17;V;31;V;43;V;49;V;44;V;63;V;46;V;30;V;24;V;23;V;8;V;8;V;8;V;12;V;8;V;15;V;21;V;20;V;21;V;8;V;11;V
530;50;10;2021;2;13;V;13;V;15;V;20;V;36;V;19;V;8;V;9;V;10;V;13;V;21;V;16;V;17;V;15;V;18;V;30;V;33;V;84;V;88;V;38;V;59;V;14;V;18;V;35;V;49;V;55;N;25;V;28;V;0;N;0;N;0;N
531;50;10;2021;3;33;V;44;V;85;V;83;V;57;V;35;V;23;V;21;V;15;V;22;V;23;V;14;V;13;V;11;V;11;V;11;V;7;V;11;V;9;V;6;V;9;V;20;V;21;V;19;V;23;V;37;V;27;V;26;V;25;V;30;V;28;V
532;50;10;2021;4;30;V;15;V;23;V;20;V;21;V;18;V;15;V;19;V;17;V;22;V;10;V;11;V;14;V;14;V;18;V;16;V;11;V;15;V;20;V;18;V;12;V;13;V;8;V;10;V;7;V;22;V;19;V;17;V;15;V;18;V;0;N
533;50;10;2021;5;10;V;10;V;12;V;16;V;17;V;16;V;15;V;18;V;18;V;15;V;10;V;13;V;12;V;11;V;11;V;9;V;9;V;18;V;9;V;17;V;28;V;11;V;10;V;11;V;14;V;23;V;20;N;22;V;15;V;18;V;28;V
534;50;10;2021;6;30;V;23;V;25;V;24;V;22;V;24;V;18;V;20;V;22;V;25;V;27;V;15;V;17;V;25;V;31;V;30;V;48;V;41;V;1;V;10;V;10;V;13;V;7;V;13;V;19;V;21;V;14;V;14;V;15;V;21;V;0;N
535;50;10;2021;7;26;V;23;V;14;V;11;V;19;V;20;V;11;V;9;V;19;V;30;V;77;V;21;V;15;V;14;V;14;V;21;V;21;V;16;V;23;V;31;V;33;V;32;V;28;V;15;V;11;V;19;V;31;V;22;V;41;V;15;V;16;V
536;50;10;2021;8;10;V;15;V;23;V;22;V;21;V;18;V;14;V;12;V;51;V;66;V;81;V;48;V;52;V;55;V;39;V;27;V;15;V;24;V;30;V;31;V;28;V;27;V;29;V;25;V;30;V;32;V;25;V;27;V;19;V;17;V;22;V
537;50;10;2021;9;22;V;21;V;25;V;5;V;20;V;29;V;15;V;19;V;17;V;14;V;14;V;19;V;45;V;49;V;41;V;22;V;14;V;5;V;7;V;11;V;8;V;9;V;11;V;27;V;18;V;8;N;14;N;15;V;11;V;17;V;0;N
538;50;10;2021;10;20;V;20;V;9;V;12;V;15;V;11;V;20;V;17;N;13;V;12;V;16;V;22;V;11;V;23;V;32;V;27;V;20;V;21;V;25;V;23;V;16;V;9;V;13;V;15;V;26;V;24;V;31;V;30;V;27;V;14;V;14;V
539;50;10;2021;11;3;V;11;V;10;V;12;V;9;V;7;V;16;V;14;V;13;V;19;V;39;V;17;V;16;V;16;V;9;V;14;V;9;V;13;V;13;V;13;V;21;V;16;V;15;V;18;V;18;V;18;V;5;V;8;V;11;V;21;V;0;N
540;50;10;2021;12;23;V;10;V;15;V;13;V;7;V;9;V;13;V;5;V;9;V;11;V;15;V;19;V;21;V;15;V;26;V;27;V;19;V;19;V;14;V;22;V;41;V;28;V;21;V;10;V;7;V;8;V;11;V;17;V;25;V;23;V;21;V
541;54;8;2021;1;14;V;24;V;27;V;29;V;51;V;31;V;28;V;17;V;9;V;12;V;35;V;46;V;66;V;78;V;89;V;86;V;63;V;78;V;70;V;49;V;22;V;16;V;9;V;8;V;15;V;22;V;39;V;28;V;32;V;7;V;5;V
542;54;8;2021;2;16;V;17;V;23;V;31;V;25;V;20;V;7;V;15;V;15;V;21;V;32;V;22;V;31;V;28;V;24;V;35;V;51;V;47;V;43;V;25;V;10;V;20;V;36;V;28;V;27;V;37;V;30;V;11;V;0;N;0;N;0;N
543;54;8;2021;3;35;V;36;V;46;V;45;V;38;V;18;V;13;V;33;V;18;V;33;V;32;V;30;V;33;V;26;V;21;V;14;V;12;V;18;V;11;V;8;V;13;V;35;V;51;V;44;V;42;V;23;V;14;V;12;V;22;V;21;V;21;V
544;54;8;2021;4;14;V;14;V;26;V;21;V;26;V;33;V;17;V;16;V;22;V;13;V;10;V;24;V;35;V;21;V;15;V;18;V;12;V;11;V;26;V;31;V;18;V;28;V;18;V;11;V;16;V;23;V;24;V;22;V;13;V;18;V;0;N
545;54;8;2021;5;16;V;11;V;11;V;20;V;35;V;24;V;27;V;24;V;7;V;15;V;11;V;9;V;14;V;12;V;13;V;7;V;14;V;23;V;15;V;23;V;25;V;6;V;7;V;16;V;12;V;18;V;20;V;19;V;15;V;7;V;15;V
546;54;8;2021;6;14;V;21;V;16;V;17;V;10;V;16;V;22;V;23;V;23;V;17;V;21;V;9;V;10;V;17;V;16;V;13;V;19;V;19;V;13;V;7;V;11;V;20;V;16;V;17;V;22;V;23;V;7;V;12;V;18;V;19;V;0;N
547;54;8;2021;7;25;V;26;V;13;V;6;V;16;V;15;V;19;V;19;V;26;V;18;V;12;V;8;V;9;V;15;V;22;V;26;V;12;V;9;V;15;V;24;V;31;V;25;V;28;V;10;V;12;V;16;V;17;V;18;V;14;V;18;V;10;V
548;54;8;2021;8;8;V;17;V;20;V;9;V;29;V;18;V;7;V;14;V;11;V;16;V;21;V;20;V;39;V;29;V;17;V;20;V;13;V;15;V;19;V;16;V;28;V;25;V;18;V;17;V;11;V;28;V;25;V;21;V;12;V;15;V;23;V
549;54;8;2021;9;18;V;26;V;29;V;34;V;33;V;31;V;25;V;18;V;20;V;16;V;22;V;28;V;37;V;23;V;24;V;38;V;27;V;28;V;21;V;20;V;14;V;19;V;18;V;27;V;18;V;18;V;50;V;44;V;46;V;42;V;0;N
550;54;8;2021;10;47;V;38;V;12;V;24;V;34;V;47;V;61;V;58;V;39;V;29;V;40;V;38;V;43;V;55;V;60;V;64;V;32;V;50;V;46;V;30;V;37;V;17;V;34;V;45;V;66;V;50;V;63;V;61;V;36;V;11;V;11;V
551;54;8;2021;11;12;V;23;V;16;V;40;V;18;V;20;V;48;V;54;V;56;V;57;V;84;V;56;V;46;V;29;V;24;V;44;V;34;V;45;V;35;V;33;V;35;V;38;V;37;V;40;V;51;V;65;V;30;V;14;V;23;V;74;V;0;N
552;54;8;2021;12;55;V;31;V;57;V;38;V;11;V;18;V;29;V;9;V;16;V;16;V;43;V;53;V;53;V;67;V;84;V;74;V;69;V;49;V;41;V;57;V;65;V;52;V;55;V;27;V;18;V;20;V;11;V;25;V;46;V;58;V;48;V
553;54;14;2021;1;48;V;38;V;24;V;26;V;12;V;22;V;22;V;34;V;49;V;49;V;32;V;20;V;10;V;8;V;8;V;8;N;17;N;11;N;10;V;20;V;35;V;47;V;48;V;53;V;35;V;21;V;10;V;10;V;11;V;44;V;55;V
554;54;14;2021;2;40;V;32;V;21;V;25;V;26;V;35;V;49;V;47;V;53;V;49;V;19;V;39;V;36;V;32;V;41;V;28;V;24;V;17;V;20;V;39;V;57;V;49;V;24;V;30;V;30;V;27;V;34;V;52;V;0;N;0;N;0;N
555;54;14;2021;3;32;V;35;V;20;V;9;V;23;V;45;V;51;V;29;V;48;V;36;V;29;V;32;V;35;V;41;V;55;V;60;V;54;V;58;V;59;V;70;V;59;V;35;V;29;V;38;V;37;V;51;V;58;V;64;V;61;V;62;V;61;V
556;54;14;2021;4;67;V;52;V;34;V;59;V;54;V;48;V;62;V;56;V;46;V;51;V;51;V;53;V;35;V;47;V;59;V;62;V;76;V;75;V;16;N;18;N;66;N;45;V;63;V;71;V;53;V;41;V;41;V;42;V;57;V;57;V;0;N
557;54;14;2021;5;56;V;71;V;68;V;60;V;45;V;50;V;48;V;51;V;65;V;53;V;63;V;67;V;61;V;68;V;45;V;26;V;61;V;46;V;61;V;59;V;46;V;75;V;62;V;56;V;67;V;66;V;60;V;59;V;61;V;70;V;54;V
558;54;14;2021;6;46;V;56;V;63;V;55;V;52;V;54;V;53;V;56;V;60;V;70;V;61;V;74;V;78;V;78;V;68;V;71;V;48;V;45;V;56;V;50;V;45;V;38;V;49;V;65;V;59;V;61;V;63;V;63;V;67;V;59;V;0;N
559;54;14;2021;7;53;V;50;V;46;V;57;V;46;V;33;V;46;V;48;V;50;V;64;V;69;V;60;V;56;V;48;V;58;V;65;V;76;V;82;V;76;V;66;V;61;V;67;V;56;V;68;V;67;V;56;V;60;V;59;V;57;V;67;V;51;V
560;54;14;2021;8;49;V;56;V;51;V;61;V;22;N;48;V;62;V;54;V;42;V;46;V;46;V;51;V;41;V;40;V;49;V;65;V;63;V;60;V;58;V;54;V;51;V;63;V;55;V;52;V;68;V;60;V;65;V;63;V;61;V;53;V;44;V
561;54;14;2021;9;38;V;35;V;43;V;50;V;46;V;34;V;48;V;43;V;38;V;46;V;37;V;37;N;29;N;21;V;30;V;25;V;38;V;36;V;43;V;41;V;42;V;44;V;47;V;28;V;48;V;50;V;30;V;39;V;36;V;43;V;0;N
562;54;14;2021;10;35;V;42;V;43;V;39;V;29;V;25;V;27;V;21;V;47;V;47;V;35;V;41;V;43;V;36;V;32;V;26;V;45;V;20;V;21;V;28;N;45;N;54;V;42;V;35;V;23;V;42;V;27;V;27;V;40;V;39;V;31;V
563;54;14;2021;11;53;V;46;V;60;V;31;V;55;V;51;V;22;V;25;V;26;V;30;V;11;V;26;V;25;V;35;V;52;N;32;N;40;V;30;V;33;V;32;V;22;V;18;V;24;V;18;V;19;V;18;V;43;V;61;V;53;V;14;V;0;N
564;54;14;2021;12;17;V;47;V;24;V;21;V;65;V;54;V;25;V;68;V;58;V;58;V;37;V;16;V;13;V;14;V;16;V;14;V;12;V;19;V;28;V;9;V;6;V;13;V;10;V;23;V;42;V;35;V;51;V;40;V;16;V;9;V;11;V
565;55;8;2021;1;23;V;34;V;38;V;33;V;62;V;41;V;39;V;30;V;10;V;15;V;53;V;74;V;84;V;99;V;119;V;111;V;100;V;95;V;77;V;77;V;31;V;19;V;15;V;11;V;24;V;39;V;42;V;39;V;37;V;7;V;11;V
566;55;8;2021;2;21;V;25;V;39;V;38;V;32;V;26;V;12;V;21;V;27;V;25;V;50;V;25;V;49;V;38;V;40;V;57;V;54;V;49;V;55;V;43;V;14;V;33;V;45;V;36;V;34;V;42;V;40;V;16;V;0;N;0;N;0;N
567;55;8;2021;3;34;V;40;V;48;V;45;V;35;V;26;V;25;V;33;V;18;V;47;V;41;V;27;V;35;V;29;V;20;V;11;V;9;V;15;V;12;V;7;V;18;V;36;V;59;V;54;V;49;V;38;V;19;V;22;V;32;V;30;V;31;V
568;55;8;2021;4;25;V;20;V;29;V;24;V;36;V;41;V;14;V;23;V;24;V;21;V;13;V;20;V;40;V;22;V;21;V;18;V;12;V;14;V;36;V;33;V;20;V;24;V;21;V;13;V;18;V;28;V;37;V;32;V;18;V;27;V;0;N
569;55;8;2021;5;17;V;12;V;11;V;29;V;41;V;34;V;35;V;32;V;12;V;16;V;9;V;10;V;13;V;14;V;19;V;7;V;16;V;35;V;13;V;31;V;37;V;7;V;9;V;20;V;17;V;21;V;24;V;19;V;23;V;11;V;19;V
570;55;8;2021;6;18;V;28;V;17;V;21;V;14;V;23;N;20;N;24;N;20;N;21;N;21;V;10;V;15;V;24;V;22;V;21;V;25;V;18;V;20;V;9;V;12;V;28;V;13;V;19;V;27;V;27;V;9;V;14;V;24;V;22;V;0;N
571;55;8;2021;7;33;V;36;V;23;V;8;V;25;V;20;V;24;V;21;V;29;V;34;V;28;V;8;V;10;V;14;V;21;V;32;V;29;V;21;V;28;V;39;V;44;V;45;V;45;V;21;V;20;V;25;V;28;V;28;V;24;V;29;V;18;V
572;55;8;2021;8;10;V;30;V;27;V;15;V;38;V;32;V;10;V;18;V;20;V;25;V;39;V;27;V;41;V;42;V;29;V;36;V;14;V;22;V;27;V;25;V;35;V;39;V;27;V;22;V;21;V;42;V;42;V;37;V;28;V;24;V;28;V
573;55;8;2021;9;22;V;30;V;38;V;42;V;42;V;40;V;37;V;21;V;27;V;16;V;28;V;40;V;47;V;27;V;25;V;38;V;34;V;28;V;26;V;24;V;10;V;19;V;21;V;29;V;22;V;28;V;59;V;42;V;44;V;41;V;0;N
574;55;8;2021;10;55;V;39;V;12;V;30;V;32;V;37;V;59;V;52;V;37;V;30;V;37;V;36;V;40;V;57;V;56;V;63;V;33;V;42;V;48;V;40;V;34;V;13;V;40;V;49;V;61;V;50;V;62;V;55;V;49;V;18;V;12;V
575;55;8;2021;11;9;V;24;V;13;V;37;V;19;V;24;V;49;V;42;V;47;V;58;V;66;V;57;V;45;V;34;V;23;V;42;V;29;V;47;V;36;V;36;V;44;V;37;V;35;V;39;V;48;V;50;V;21;V;29;V;14;V;65;V;0;N
576;55;8;2021;12;54;V;41;V;72;V;46;V;9;V;31;V;37;V;6;V;20;V;12;V;49;V;45;V;46;V;54;V;82;V;77;V;68;V;44;V;44;V;56;V;51;V;48;V;50;V;41;V;21;V;29;V;14;V;24;V;45;V;44;V;45;V
577;55;10;2021;1;10;V;7;V;12;V;10;V;23;V;16;V;11;V;8;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;32;N;9;V;5;V;8;V;9;V;10;V;18;V;20;V;25;V;22;V;8;V;11;V
578;55;10;2021;2;17;V;12;V;18;V;24;V;50;V;23;V;9;V;11;V;13;V;13;V;29;N;18;V;27;V;23;V;25;V;39;V;52;V;112;V;125;V;52;V;92;V;20;V;28;V;55;V;70;V;56;V;34;V;31;V;0;N;0;N;0;N
579;55;10;2021;3;38;V;50;V;93;V;102;V;85;V;44;V;29;V;19;V;16;V;21;V;30;V;13;V;12;V;15;V;14;V;11;V;7;V;10;V;8;V;7;V;10;V;12;V;24;V;22;V;27;V;43;V;32;V;30;V;29;V;32;V;31;V
580;55;10;2021;4;36;V;11;V;20;V;24;V;24;V;18;V;15;V;18;V;17;V;20;V;6;V;9;V;14;V;15;V;20;V;11;V;11;V;12;V;18;V;18;V;11;V;8;V;9;V;10;V;11;V;18;V;18;V;15;V;12;V;16;V;0;N
581;55;10;2021;5;12;V;12;V;12;V;17;V;18;V;16;V;22;V;22;V;17;V;13;V;9;V;10;V;9;V;12;V;12;V;7;V;10;V;16;V;8;V;21;V;29;V;9;V;11;V;12;V;14;V;23;V;23;V;22;V;17;V;20;V;31;V
582;55;10;2021;6;58;N;32;V;21;N;29;V;27;N;8;N;30;N;34;N;33;N;0;N;34;N;19;V;22;V;25;V;36;V;48;V;44;V;22;V;9;V;9;V;11;V;13;V;6;V;15;V;21;V;26;V;16;V;14;V;17;V;22;V;0;N
583;55;10;2021;7;28;V;29;V;21;V;12;V;25;V;21;V;19;V;18;V;33;V;29;V;89;V;32;V;16;V;17;V;26;V;31;V;20;V;29;V;27;V;34;V;42;V;41;V;33;V;17;V;17;V;36;V;34;V;29;V;67;V;25;V;20;V
584;55;10;2021;8;12;V;21;V;29;V;19;V;25;V;27;V;16;V;18;V;73;V;120;V;113;V;70;V;37;V;74;V;60;V;23;V;14;V;40;V;42;V;48;V;39;V;36;V;37;V;45;V;66;V;39;V;32;V;33;V;23;V;20;N;32;V
585;55;10;2021;9;27;V;27;V;20;V;17;V;24;V;29;V;31;V;20;V;19;V;14;V;17;V;24;V;46;V;43;V;29;V;22;V;21;V;16;V;9;V;10;V;7;V;10;V;11;V;50;V;21;V;6;V;20;V;22;V;15;V;22;V;0;N
586;55;10;2021;10;24;V;23;V;12;V;14;V;18;V;13;V;23;V;24;V;17;V;16;V;17;V;19;V;18;V;28;V;35;V;32;V;22;N;24;V;26;V;28;V;18;V;11;V;14;V;18;V;31;V;26;V;31;V;33;V;31;V;26;V;41;V
587;55;10;2021;11;1;N;13;V;7;V;12;V;6;V;7;V;14;V;14;V;18;V;17;N;33;V;22;V;19;V;17;V;8;V;16;V;10;V;19;V;15;V;15;V;25;V;17;V;12;V;16;V;20;V;20;V;10;V;11;V;8;V;27;V;0;N
588;55;10;2021;12;34;V;15;V;25;N;19;V;9;V;11;V;18;V;7;V;9;V;11;V;20;V;17;V;26;V;23;V;32;V;39;V;30;V;21;V;19;V;30;V;42;V;35;V;26;V;16;V;9;V;11;V;11;V;15;V;29;V;25;V;25;V
589;56;8;2021;1;15;V;33;V;40;V;37;V;61;V;54;V;49;V;40;V;21;V;24;V;48;V;68;V;96;V;109;V;120;V;109;V;93;V;98;V;83;V;83;V;21;V;21;V;13;V;14;V;17;V;25;V;38;V;28;V;27;V;11;V;11;V
590;56;8;2021;2;20;V;21;V;36;V;49;V;45;V;38;V;16;V;22;V;27;V;21;V;46;V;27;V;40;V;43;V;43;V;53;V;63;V;56;V;59;V;48;V;19;V;30;V;51;V;48;V;47;V;55;V;59;V;28;V;0;N;0;N;0;N
591;56;8;2021;3;52;V;53;V;54;V;55;V;50;V;38;V;32;V;50;V;31;V;49;V;40;V;33;V;33;V;32;V;36;V;31;V;26;V;36;V;24;V;23;V;30;V;61;V;60;V;65;V;59;V;43;V;43;V;31;V;43;V;44;V;43;V
592;56;8;2021;4;30;V;20;V;34;V;33;V;46;V;44;V;30;V;31;V;42;V;26;V;20;V;41;V;56;V;38;V;36;V;37;V;23;V;24;V;37;V;35;V;27;V;35;V;35;V;26;V;35;V;32;V;43;V;32;V;24;V;33;V;0;N
593;56;8;2021;5;21;V;25;V;22;V;33;V;41;V;43;V;41;V;39;V;22;V;21;V;16;V;17;V;19;V;22;V;23;V;11;V;28;V;32;V;32;V;37;V;51;V;17;V;22;V;27;V;34;V;32;V;47;V;40;V;34;V;22;V;33;V
594;56;8;2021;6;30;V;39;V;35;V;35;V;29;V;38;V;38;V;41;V;46;V;38;V;42;V;25;V;23;V;39;V;38;V;36;V;38;V;32;V;21;V;14;V;16;V;28;V;33;V;34;V;41;V;39;V;17;V;20;V;42;V;35;V;0;N
595;56;8;2021;7;48;V;50;V;22;V;14;V;25;V;24;V;23;V;38;V;48;V;49;V;34;V;15;V;22;V;34;V;42;V;55;V;41;V;24;V;41;V;48;V;52;V;57;V;51;V;17;V;19;V;43;V;40;V;39;V;33;V;34;V;15;V
596;56;8;2021;8;16;V;27;V;31;V;16;V;32;V;23;V;15;V;25;V;32;V;38;V;43;V;40;V;58;V;56;V;39;V;52;V;27;V;26;V;42;V;35;V;57;V;50;V;43;V;29;V;30;V;54;V;49;V;32;V;22;V;30;V;43;V
597;56;8;2021;9;37;V;43;V;48;V;54;V;51;V;55;V;52;V;24;V;31;V;24;V;33;V;46;V;53;V;39;V;39;V;50;V;41;V;30;V;41;V;39;V;31;V;37;V;35;V;44;V;33;V;36;V;68;V;49;V;53;V;41;V;0;N
598;56;8;2021;10;60;V;48;V;18;V;38;V;33;V;56;V;74;V;66;V;49;V;44;V;52;V;56;V;59;V;67;V;65;V;73;V;42;V;54;V;60;V;43;V;40;V;32;V;46;V;55;V;72;V;63;V;71;V;66;V;54;V;24;V;16;V
599;56;8;2021;11;16;V;26;V;21;V;47;V;48;V;43;V;58;V;55;V;69;V;72;V;79;V;73;V;63;V;51;V;50;V;58;V;51;V;62;V;50;V;50;V;45;V;49;V;46;V;39;V;58;V;67;V;25;V;14;V;24;V;71;V;0;N
600;56;8;2021;12;46;V;45;V;50;V;42;V;20;V;24;V;41;V;13;V;24;V;20;V;53;V;54;V;59;V;74;V;73;V;80;V;71;V;58;V;54;V;64;V;67;V;58;V;61;V;47;V;36;V;27;V;18;V;29;V;52;V;49;V;53;V
601;56;9;2021;1;4;V;4;V;7;V;6;V;12;V;13;V;8;V;6;V;5;V;6;V;14;V;25;V;38;V;43;V;45;V;50;V;37;V;33;V;21;V;20;V;2;N;4;V;4;V;4;V;3;V;5;V;7;V;7;V;9;V;3;V;3;V
602;56;9;2021;2;5;V;4;V;7;V;11;V;13;V;7;V;4;V;3;V;3;V;5;V;9;V;5;V;6;V;9;V;10;V;18;V;16;V;19;V;17;V;16;V;14;V;4;V;7;V;12;V;11;V;14;V;14;V;12;V;0;N;0;N;0;N
603;56;9;2021;3;12;V;13;V;19;V;21;V;20;V;16;V;11;V;11;V;8;V;11;V;10;V;4;V;7;V;7;V;5;V;5;V;3;V;5;V;4;V;3;V;6;V;10;V;11;V;12;V;13;V;10;V;12;V;11;V;9;V;7;V;10;V
604;56;9;2021;4;9;V;4;V;10;V;12;V;11;V;9;V;6;V;8;V;10;V;9;V;4;V;6;V;9;V;9;V;7;V;9;V;5;V;10;V;11;V;8;V;6;V;5;V;5;V;7;V;6;V;9;V;9;V;5;V;5;V;6;V;0;N
605;56;9;2021;5;5;V;6;V;7;V;7;V;9;V;10;V;9;V;9;V;6;V;5;V;3;V;4;V;4;V;3;V;6;V;4;V;6;V;7;V;5;V;7;V;12;V;4;V;4;V;5;V;7;V;8;V;9;V;10;V;8;V;10;V;11;V
606;56;9;2021;6;13;V;10;V;12;V;7;V;8;V;13;V;10;V;9;V;11;V;14;V;14;V;7;V;9;V;9;V;11;V;12;V;10;V;11;V;6;V;4;V;4;V;7;V;5;V;5;V;9;V;12;V;7;V;5;V;8;V;9;V;0;N
607;56;9;2021;7;11;V;11;V;6;V;6;V;7;V;7;V;7;V;6;V;12;V;15;V;19;V;9;V;6;V;7;V;9;V;15;V;14;V;9;V;10;V;12;V;12;V;16;V;15;V;8;V;10;V;14;V;19;V;13;V;25;V;12;V;6;V
608;56;9;2021;8;5;V;9;V;16;V;9;V;7;V;10;V;8;V;7;V;34;V;41;V;20;V;19;V;19;V;24;V;17;V;13;V;8;V;20;V;23;V;26;V;17;V;12;V;16;V;23;V;28;N;15;V;12;V;11;V;11;V;8;V;11;V
609;56;9;2021;9;15;V;13;V;11;V;9;V;15;V;12;V;10;V;7;V;6;V;5;V;7;V;10;V;15;V;17;V;13;V;12;V;8;V;4;V;7;V;6;V;3;V;5;V;7;V;23;V;11;V;2;V;10;V;10;V;8;V;12;V;0;N
610;56;9;2021;10;13;V;12;V;7;V;5;V;5;V;7;V;10;V;11;V;10;V;9;V;10;V;12;V;8;V;13;V;13;V;15;V;11;V;14;V;14;V;10;V;5;V;5;V;8;V;10;V;13;V;10;V;13;V;14;V;10;V;14;V;22;V
611;56;9;2021;11;4;V;4;V;3;V;8;V;6;V;7;V;12;V;13;V;11;V;13;V;18;V;14;V;13;V;13;V;5;V;10;V;8;V;10;V;8;V;8;V;11;V;9;V;8;V;8;V;8;V;11;V;3;V;4;V;3;V;14;V;0;N
612;56;9;2021;12;12;V;5;V;7;V;8;V;3;V;4;V;9;V;3;V;4;V;3;V;9;V;13;V;14;V;16;V;13;V;17;V;14;V;13;V;9;V;15;V;19;V;12;V;14;V;9;V;10;V;11;V;4;V;7;V;16;V;15;V;14;V
613;56;10;2021;1;4;V;6;V;10;V;8;V;18;V;19;V;12;V;9;V;5;V;6;V;16;V;28;V;42;V;48;V;50;V;55;V;41;V;38;V;24;V;22;V;2;N;6;V;6;V;7;V;4;V;6;V;10;V;9;V;12;V;5;V;5;V
614;56;10;2021;2;8;V;5;V;9;V;15;V;30;V;11;V;5;V;4;V;5;V;7;V;15;V;7;V;9;V;12;V;13;V;24;V;24;V;53;V;52;V;31;V;34;V;6;V;11;V;21;V;29;V;31;V;24;V;20;V;0;N;0;N;0;N
615;56;10;2021;3;23;V;29;V;52;V;48;V;39;V;25;V;16;V;16;V;12;V;16;V;16;V;7;V;11;V;10;V;10;V;10;V;7;V;10;V;7;V;5;V;9;V;17;V;20;V;21;V;24;V;26;V;23;V;19;V;20;V;21;V;23;V
616;56;10;2021;4;24;V;7;V;17;V;20;V;18;V;16;V;12;V;14;V;15;V;14;V;5;V;9;V;15;V;14;V;13;V;13;V;9;V;13;V;16;V;13;V;9;V;7;V;9;V;9;V;9;V;13;V;14;V;8;V;9;V;9;V;0;N
617;56;10;2021;5;7;V;8;V;10;V;11;V;14;V;18;V;15;V;17;V;11;V;8;V;5;V;6;V;9;V;6;V;10;V;7;V;10;V;13;V;10;V;15;V;22;V;8;V;8;V;9;V;13;V;15;V;17;V;16;V;14;V;16;V;23;V
618;56;10;2021;6;20;V;20;V;21;V;16;V;14;V;19;V;20;V;24;V;23;V;25;V;26;V;14;V;15;V;19;V;26;V;25;V;15;V;15;V;9;V;7;V;7;V;11;V;9;V;13;V;18;V;23;V;15;V;10;V;14;V;16;V;0;N
619;56;10;2021;7;21;V;22;V;12;V;10;V;13;V;11;V;11;V;14;N;22;V;27;V;56;V;19;V;11;V;12;V;20;V;25;V;22;V;17;V;19;V;25;V;27;V;36;V;28;V;13;V;15;V;20;V;26;V;21;V;36;V;20;V;12;V
