;ESTACION;MAGNITUD;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
722;60;8;2021;2;15;V;20;V;30;V;35;V;29;V;25;V;14;V;17;V;20;V;19;V;33;V;22;V;32;V;34;V;36;V;47;V;52;V;47;V;51;V;38;V;17;V;25;V;43;V;41;V;27;V;36;V;32;V;17;V;0;N;0;N;0;N
723;60;8;2021;3;31;V;34;V;44;V;49;V;38;V;22;V;25;V;38;V;19;V;37;V;33;V;24;V;35;V;30;V;22;V;17;V;14;V;16;V;16;V;13;V;18;V;43;V;50;V;43;V;38;V;32;V;22;V;20;V;30;V;28;V;30;V
724;60;8;2021;4;20;V;15;V;26;V;21;V;30;V;38;V;22;V;24;V;27;V;20;V;12;V;21;V;32;V;23;V;25;V;24;V;15;V;17;V;34;V;35;V;22;V;21;V;20;V;17;V;19;V;27;V;33;V;24;V;14;V;27;V;0;N
725;60;8;2021;5;19;V;14;V;13;V;27;V;32;V;30;V;29;V;26;V;14;V;16;V;14;V;13;V;14;V;16;V;15;V;10;V;19;V;26;V;14;V;26;V;35;V;14;V;12;V;16;V;18;V;22;V;22;V;23;V;20;V;14;V;21;V
726;60;8;2021;6;19;V;28;V;21;V;25;V;17;V;23;V;23;V;25;V;30;V;23;V;18;V;12;V;14;V;21;V;19;V;24;V;22;V;22;V;17;V;11;V;14;V;26;V;14;V;17;V;22;V;22;V;14;V;15;V;21;V;22;V;0;N
727;60;8;2021;7;34;V;34;V;18;V;12;V;20;V;19;V;21;V;16;V;19;V;23;V;18;V;13;V;14;V;14;V;20;V;23;V;16;V;13;V;18;V;27;V;26;V;28;V;35;V;14;V;17;V;21;V;26;V;23;V;23;V;20;V;12;V
728;60;8;2021;8;11;V;17;V;25;V;14;V;28;V;18;V;12;V;16;V;17;V;21;V;28;V;21;V;29;V;32;V;20;V;18;V;13;V;17;V;19;V;19;V;26;V;19;V;20;V;20;V;22;V;33;V;30;V;20;V;15;V;17;V;23;V
729;60;8;2021;9;21;V;27;V;30;V;25;V;30;V;35;V;37;V;17;V;24;V;16;V;25;V;24;V;36;V;26;V;28;V;35;V;28;V;25;V;20;V;20;V;16;V;19;V;17;V;25;V;22;V;19;V;45;V;39;V;36;V;33;V;0;N
730;60;8;2021;10;42;V;35;V;13;V;31;V;24;V;35;V;47;V;45;V;29;V;20;V;27;V;30;V;35;V;50;V;50;V;58;V;32;V;47;V;45;V;38;V;29;V;18;V;31;V;38;V;63;V;44;V;58;V;53;V;36;V;18;V;13;V
731;60;8;2021;11;13;V;23;V;21;V;43;V;23;V;26;V;47;V;48;V;51;V;49;V;76;V;56;V;44;V;34;V;25;V;44;V;35;V;51;V;39;V;30;V;31;V;40;V;42;V;40;V;49;V;56;V;21;V;18;V;22;V;68;V;0;N
732;60;8;2021;12;54;V;29;V;43;V;32;V;12;V;17;V;35;V;12;V;17;V;16;V;38;V;47;V;52;V;52;V;62;V;73;V;60;V;44;V;35;V;54;V;49;V;45;V;51;V;34;V;23;V;21;V;13;V;19;V;36;V;44;V;47;V
733;60;10;2021;1;3;V;4;V;5;V;4;V;12;V;6;V;4;V;3;V;4;V;5;V;10;V;14;V;17;V;19;V;21;V;29;V;20;V;15;V;9;V;8;V;2;V;3;V;3;V;4;V;3;V;6;V;7;V;4;V;4;V;3;V;6;V
734;60;10;2021;2;7;V;3;V;4;V;7;V;26;V;7;V;3;V;3;V;3;V;4;V;9;V;3;V;8;V;7;V;7;V;9;V;15;V;64;V;65;V;28;V;42;V;5;V;8;V;20;V;31;V;31;V;16;V;18;V;0;N;0;N;0;N
735;60;10;2021;3;25;V;35;V;72;V;76;V;51;V;33;V;17;V;12;V;5;V;12;V;14;V;6;V;9;V;8;V;6;V;7;V;3;V;5;V;5;V;4;V;6;V;10;V;14;V;14;V;18;V;26;V;20;V;16;V;15;V;20;V;22;V
736;60;10;2021;4;25;V;13;V;14;V;18;V;15;V;11;V;10;V;12;V;9;V;10;V;4;V;6;V;14;V;9;V;7;V;7;V;8;V;10;V;15;V;12;V;7;V;7;V;8;V;9;V;7;V;12;V;12;V;8;V;8;V;12;V;0;N
737;60;10;2021;5;8;V;8;V;10;V;11;V;17;V;16;V;16;V;17;V;16;V;2;N;8;N;8;V;9;V;7;V;10;V;7;V;9;V;14;V;9;V;16;V;22;V;9;V;11;V;8;V;14;V;16;V;17;V;17;V;13;V;15;V;24;V
738;60;10;2021;6;20;V;24;V;23;V;677;N;11;V;10;V;12;V;15;V;18;V;20;V;27;V;15;V;15;V;23;V;32;V;31;V;13;V;14;V;8;V;8;V;9;V;13;V;6;V;11;V;17;V;19;V;12;V;10;V;12;V;18;V;0;N
739;60;10;2021;7;22;V;17;V;15;V;10;V;13;V;14;V;11;V;12;V;19;V;24;V;77;V;20;V;11;V;12;V;15;V;21;V;16;V;16;V;18;V;26;V;30;V;30;V;26;V;12;V;13;V;14;V;16;V;18;V;23;V;18;V;15;V
740;60;10;2021;8;8;V;13;V;19;V;13;V;13;V;15;V;12;V;10;V;24;V;28;V;72;V;40;V;44;V;53;V;34;V;18;V;14;V;19;V;22;V;22;V;17;V;20;V;28;N;21;V;21;V;25;V;21;V;19;V;14;V;12;V;18;V
741;60;10;2021;9;10;V;10;V;11;V;10;V;15;V;19;V;23;V;8;V;8;V;8;V;9;V;14;V;29;V;15;V;10;V;11;V;10;V;8;V;8;V;8;V;6;V;8;V;9;V;14;V;8;V;5;V;12;V;13;V;9;V;14;V;0;N
742;60;10;2021;10;14;V;12;V;6;V;7;V;9;V;10;V;10;V;16;V;10;V;12;V;13;V;12;V;9;V;19;V;23;V;21;V;15;V;16;V;18;V;18;V;9;V;10;V;7;V;10;V;21;V;18;V;20;V;20;V;17;V;8;V;6;V
743;60;10;2021;11;5;V;6;V;5;V;10;V;6;V;6;V;11;V;11;V;11;V;16;V;28;V;15;V;10;V;10;V;7;V;11;V;10;V;14;V;11;V;10;V;11;V;8;V;10;V;8;V;12;V;12;V;6;V;7;V;8;V;17;V;0;N
744;60;10;2021;12;11;V;4;V;7;V;5;V;4;V;4;V;6;V;3;V;4;V;4;V;9;V;9;V;11;V;8;V;11;V;16;V;12;V;9;V;6;V;11;V;15;V;11;V;9;V;4;V;4;V;5;V;6;V;5;V;9;V;8;V;10;V
745;60;14;2021;1;54;V;51;V;33;V;45;V;16;V;33;V;32;V;44;V;54;V;54;V;37;V;21;V;12;V;11;V;6;V;6;V;12;V;9;V;12;V;6;V;50;V;60;V;59;V;67;V;43;V;19;V;15;V;11;V;18;V;55;V;64;V
746;60;14;2021;2;62;V;36;V;27;V;31;V;32;V;45;V;53;V;55;V;59;V;64;V;26;V;51;V;45;V;35;V;39;V;28;V;22;V;23;V;23;V;39;V;61;V;54;V;29;V;29;V;38;V;35;V;45;V;61;V;0;N;0;N;0;N
747;60;14;2021;3;45;V;43;V;25;V;11;V;28;V;54;V;54;V;29;V;58;V;47;V;37;V;46;V;45;V;50;V;70;V;68;V;67;V;72;V;66;V;80;V;67;V;38;V;38;V;54;V;55;V;58;V;65;V;73;V;71;V;71;V;68;V
748;60;14;2021;4;78;V;63;V;39;V;73;V;68;V;60;V;74;V;64;V;55;V;56;V;60;V;72;V;53;V;59;V;58;V;72;V;90;V;85;V;63;V;50;V;62;V;62;V;72;V;78;V;59;V;47;V;43;V;49;V;72;V;61;V;0;N
749;60;14;2021;5;69;V;86;V;79;V;66;V;67;V;61;V;62;V;67;V;75;V;70;V;76;N;79;V;73;V;80;V;53;V;32;V;76;V;56;V;78;V;80;V;61;V;90;V;83;V;76;V;90;V;87;V;85;V;83;V;85;V;96;V;77;V
750;60;14;2021;6;64;V;70;V;85;V;73;V;66;V;67;V;80;V;85;V;85;V;97;V;94;V;102;V;103;V;105;V;95;V;87;V;65;V;61;V;74;V;68;V;64;V;52;V;72;V;92;V;90;V;92;V;82;V;84;V;88;V;85;V;0;N
751;60;14;2021;7;73;V;71;V;66;V;78;V;67;V;46;V;63;V;71;V;88;V;91;V;98;V;76;V;70;V;73;V;88;V;99;V;108;V;110;V;105;V;98;V;109;V;103;V;78;V;92;V;87;V;76;V;83;V;88;V;89;V;97;V;76;V
752;60;14;2021;8;71;V;89;V;75;V;81;V;66;V;72;V;84;V;80;V;76;V;84;V;73;V;87;V;85;V;70;V;79;V;100;V;92;V;94;V;93;V;87;V;85;V;98;V;90;V;80;V;93;V;88;V;94;V;96;V;88;V;77;V;74;V
753;60;14;2021;9;67;V;54;V;62;V;88;V;80;V;60;V;62;V;67;V;56;V;67;V;54;V;62;V;43;V;36;V;44;V;45;V;56;V;59;V;67;V;65;V;63;V;69;V;73;V;51;V;63;V;70;V;45;V;53;V;54;V;62;V;0;N
754;60;14;2021;10;48;V;59;V;60;V;47;V;47;V;42;V;47;V;28;V;54;V;60;V;48;V;43;V;50;V;37;V;40;V;31;V;45;V;20;V;27;V;35;V;41;V;64;V;45;V;39;V;23;V;46;V;27;V;31;V;46;V;32;V;31;V
755;60;14;2021;11;53;V;47;V;54;V;28;V;52;V;51;V;27;V;32;V;29;V;35;V;13;V;27;V;28;V;34;V;53;V;26;V;46;V;32;V;36;V;42;V;28;V;18;V;23;V;18;V;18;V;20;V;53;V;59;V;57;V;15;V;0;N
756;60;14;2021;12;16;V;45;V;26;V;29;V;70;V;57;V;24;V;68;V;63;V;64;V;35;V;13;V;11;V;15;V;15;V;7;V;13;V;24;V;29;V;9;V;9;V;11;V;9;V;16;V;36;V;31;V;52;V;42;V;19;V;9;V;9;V
